"year","Academy Award","Winner","Movie Name","Producer","IMDB Rating","IMDB Votes","Tomatometer","Average Critic Score","Percent Audience Liked","Average Audience Score","Release Date","Production Budget","Domestic Gross","Worldwide Gross","Normalized Budget","Normalized Gross","Return on Investment"
1993,"66th","False","The Remains of the Day","Mike Nichols",7.9,46388,97,8.4,89,7.6,"11/5/1993",15000000,22954968,63954968,0.0352939815,0.022972999,4.2636645333
1993,"66th","False","The Fugitive","Arnold Kopelson",7.8,216547,96,7.9,89,7.2,"8/6/1993",44000000,183875760,353715317,0.1035292852,0.1270566131,8.0389844773
1992,"65th","True","Unforgiven","Clint Eastwood",6.9,60,95,8.7,93,8,"8/7/1992",14400000,101157447,159157447,0.0338822165,0.0571702869,11.0526004861
1992,"65th","False","Scent of a Woman","Martin Brest",8,197623,88,7.1,92,7.6,,,31000000,,,,
1992,"65th","False","Howards End","Ismail Merchant",7.5,21534,92,8.3,82,7.4,"3/13/1992",8000000,26124872,26124872,0.0188233909,0.009384207,3.265609
1992,"65th","False","A Few Good Men","David Brown",7.6,184755,81,7,89,7.2,"12/11/1992",33000000,141340178,236500000,0.0776469286,0.0849521849,7.1666666667
1992,"65th","False","The Crying Game","Stephen Woolley",7.3,41887,97,8.3,78,7,"11/25/1992",4000000,62546695,62546695,0.0094116249,0.0224671391,15.63667375
1991,"64th","False","Bugsy","Mark Johnson",5.6,7,85,7,69,6.4,,,30000000,,,,
1991,"64th","False","JFK","A. Kitman Ho and Oliver Stone",8,115134,85,7.7,88,7.6,"12/20/1991",40000000,70405498,205400000,0.0941175192,0.0737808828,5.135
1991,"64th","False","Beauty and the Beast","Don Hahn",8,315149,93,8.4,92,7.4,"11/13/1991",20000000,218951625,451421625,0.047058689,0.1621532911,22.57108125
1991,"64th","False","The Prince of Tides","Barbra Streisand and Andrew Karsch",6.6,12709,73,6.5,70,6.8,"12/25/1991",30000000,74787599,74787599,0.0705881041,0.0268641435,2.4929199667
1991,"64th","True","The Silence of the Lambs","Edward Saxon",8.6,907352,95,8.5,95,8.2,"2/14/1991",20000000,130726716,275726716,0.047058689,0.0990426509,13.7863358
1990,"63rd","False","The Godfather Part III","Francis Ford Coppola",7.6,272143,67,6.4,78,7.4,,,54000000,,,,
1990,"63rd","False","Ghost","Lisa Weinstein",7.9,8,73,6.5,55,6.2,"7/13/1990",22000000,217631306,517600000,0.051764572,0.1859249509,23.5272727273
1990,"63rd","False","Awakenings","Walter F. Parkes and Lawrence Lasker",7.8,94263,88,6.7,89,7.4,,,,,,,
1990,"63rd","False","Good Fellas","Irwin Winkler",8.7,743934,96,8.9,97,8.6,,,25000000,,,,
1990,"63rd","True","Dances With Wolves","Jim Wilson and Kevin Costner",8,189191,82,7.5,87,7.2,,,22000000,,,,
1989,"62nd","False","Born on the Fourth of July","A. Kitman Ho and Oliver Stone",7.2,77999,90,7.5,76,6.8,"12/20/1989",14000000,70001698,70001698,0.0329410399,0.0251450198,5.0001212857
1989,"62nd","False","My Left Foot","Noel Pearson",7.9,50885,97,8.2,92,8,,,,,,,
1989,"62nd","False","Field of Dreams","Lawrence Gordon and Charles Gordon",7.5,87713,86,7.8,86,6.8,,,,,,,
1989,"62nd","True","Driving Miss Daisy","Richard D. Zanuck and Lili Fini Zanuck",7.4,73613,82,7.2,81,7,"12/13/1989",7500000,106593296,106593296,0.0176469201,0.0382889361,14.2124394667
1989,"62nd","False","Dead Poets Society","Steven Haft",8,282249,85,7.3,92,7.6,"6/2/1989",16400000,95860116,239500000,0.0385880996,0.0860298024,14.6036585366
1988,"61st","False","The Accidental Tourist","Lawrence Kasdan",6.8,12434,79,7.1,60,6.4,,,,,,,
1988,"61st","False","Mississippi Burning","Frederick Zollo and Robert F. Colesberry",7.8,66581,89,6.5,90,7.4,,,,,,,
1988,"61st","False","Dangerous Liaisons","Norma Heyman and Hank Moonjean",7.7,53433,93,7.7,83,7.4,"11/9/2012",24200000,17000,10447579,0.0569410433,0.0037528316,0.4317181405
1988,"61st","True","Rain Man","Mark Johnson",8,388417,90,7.9,90,7.6,"12/16/1988",25000000,172825435,412800000,0.0588233965,0.1482801772,16.512
1988,"61st","False","Working Girl","Douglas Wick",6.7,41840,84,6.8,67,6.4,,,,,,,
1987,"60th","False","Moonstruck","Patrick Palmer and Norman Jewison",7.1,35956,92,7.8,80,6.8,,,,,,,
1987,"60th","False","Fatal Attraction","Stanley R. Jaffe and Sherry Lansing",6.9,56229,78,6.7,71,6.6,"9/18/1987",14000000,156645693,320100000,0.0329410399,0.1149817944,22.8642857143
1987,"60th","False","Hope and Glory","John Boorman",7.4,9880,94,8.3,83,7.6,,,,,,,
1987,"60th","True","The Last Emperor","Jeremy Thomas",7.8,71398,92,8.1,88,7.4,"11/20/1987",25000000,43984000,43987901,0.0588233965,0.0158007116,1.75951604
1987,"60th","False","Broadcast News","James L. Brooks",7.2,21537,98,8.1,78,7.2,,,,,,,
1986,"59th","False","A Room with a View","Ismail Merchant",7.4,30098,100,8.4,86,7.8,"3/7/1986",3000000,20966644,20966644,0.0070586833,0.0075313413,6.9888813333
1986,"59th","True","Platoon","Arnold Kopelson",8.1,296669,88,8.1,93,7.8,"12/19/1986",6000000,137963328,137963328,0.0141175079,0.0495572353,22.993888
1986,"59th","False","The Mission","Fernando Ghia and David Puttnam",7.5,44803,65,6.4,87,7.6,,,,,,,
1986,"59th","False","Hannah and Her Sisters","Robert Greenhut",8,53541,93,8.5,91,7.8,,,,,,,
1986,"59th","False","Children of a Lesser God","Burt Sugarman and Patrick Palmer",7.2,11880,81,7.2,78,7.2,,,,,,,
1985,"58th","False","Prizzi's Honor","John Foreman",6.8,18802,88,7.1,62,6.6,,,,,,,
1985,"58th","True","Out of Africa","Sydney Pollack",7.2,53326,56,6.6,83,7.4,"12/18/1985",31000000,79096868,258210860,0.0729410456,0.0927508529,8.3293825806
1985,"58th","False","Witness","Edward S. Feldman",7.8,91,90,7.6,82,8.2,"2/8/1985",12000000,65532576,65532576,0.0282351569,0.023539685,5.461048
1985,"58th","False","Kiss of the Spider Woman","David Weisman",7.4,11076,88,7.5,81,7.2,,,,,,,
1985,"58th","False","The Color Purple","Steven Spielberg",7.8,61926,88,6.9,94,7.8,"12/18/1985",15000000,93589701,93589701,0.0352939815,0.0336179686,6.2393134
1984,"57th","False","A Soldier's Story","Norman Jewison",7.2,6767,89,7.2,82,7.6,,,,,,,
1984,"57th","False","Places in the Heart","Arlene Donovan",7.3,7830,96,8.1,82,7.4,,,,,,,
1984,"57th","False","A Passage to India","John Brabourne and Richard Goodwin",7.4,13167,85,7.3,78,7.2,"12/14/1984",27500000,27187653,27187653,0.0647057503,0.0097659642,0.9886419273
1984,"57th","False","The Killing Fields","David Puttnam",7.9,42587,93,8.3,92,8,,,,,,,
1984,"57th","True","Amadeus","Saul Zaentz",8.3,276072,95,8.7,95,7.8,"9/19/1984",18000000,51973029,51973029,0.042352806,0.0186690164,2.8873905
1983,"56th","False","The Right Stuff","Irwin Winkler and Robert Chartoff",7.9,45842,98,8.9,90,8,"10/21/1983",27000000,21500000,21500000,0.0635292796,0.0077229259,0.7962962963
1983,"56th","False","Tender Mercies","Philip S. Hobel",7.5,7260,85,7.3,82,7.6,,,,,,,
1983,"56th","False","The Big Chill","Michael Shamberg",7.2,26068,68,6.2,77,7.2,,,,,,,
1983,"56th","True","Terms of Endearment","James L. Brooks",7.4,40990,88,7.5,84,7.4,,,,,,,
1983,"56th","False","The Dresser","Peter Yates",7.7,3713,100,8,88,7.6,,,,,,,
1982,"55th","False","The Verdict","Richard D. Zanuck and David Brown",7.8,26873,96,7.8,88,7.8,"12/8/1982",16000000,53977250,53977250,0.037646923,0.0193889443,3.373578125
1982,"55th","False","Tootsie","Sydney Pollack and Dick Richards",7.4,78436,89,7.7,81,6.8,"12/17/1982",15000000,177200000,177200000,0.0352939815,0.0636512776,11.8133333333
1982,"55th","False","Missing","Edward Lewis and Mildred Lewis",7.1,817,64,5.9,65,7.2,,,,,,,
1982,"55th","True","Gandhi","Richard Attenborough",8.1,174903,88,8,92,8,"12/8/1982",22000000,52767889,127767889,0.051764572,0.0458949739,5.8076313182
1982,"55th","False","E.T. The Extra-Terrestrial","Steven Spielberg and Kathleen Kennedy",7.9,286444,98,9.2,72,7,,,,,,,
1981,"54th","False","On Golden Pond","Bruce Gilbert",7.7,21681,92,7.5,87,7.4,,,,,,,
1981,"54th","False","Atlantic City","Denis Heroux and John Kemeny",7.4,11587,100,8.6,77,7.2,,,,,,,
1981,"54th","True","Chariots of Fire","David Puttnam",7.2,41228,83,7.7,80,7.2,"9/25/1981",5500000,57159946,57467731,0.0129410371,0.0206427455,10.4486783636
1981,"54th","False","Raiders of the Lost Ark","Frank Marshall",8.5,672883,94,9.2,96,8.2,"6/12/1981",20000000,248159971,389925971,0.047058689,0.1400636921,19.49629855
1981,"54th","False","Reds","Warren Beatty",7.5,16483,94,7.9,82,7.6,"12/4/1981",33500000,50000000,50000000,0.0788233994,0.0179602928,1.4925373134
1980,"53rd","False","The Elephant Man","Jonathan Sanger",8.2,165003,90,8.4,93,7.8,"10/3/1980",5000000,26010864,26010864,0.0117645664,0.0093432547,5.2021728
1980,"53rd","True","Ordinary People","Ronald L. Schwary",7.8,35625,93,7.8,88,7.6,"9/19/1980",6000000,52302978,52302978,0.0141175079,0.018787536,8.717163
1980,"53rd","False","Raging Bull","Irwin Winkler and Robert Chartoff",8.3,239314,97,9,93,8.2,"11/14/1980",18000000,23380203,23380203,0.042352806,0.0083983058,1.2989001667
1980,"53rd","False","Tess","Claude Berri",7.4,11,85,7.1,78,7.2,,,,,,,
1980,"53rd","False","Coal Miner's Daughter","Bernard Schwartz",7.5,13108,100,8.3,86,7.2,"3/7/1980",15000000,67182787,67182787,0.0352939815,0.0241324505,4.4788524667
1979,"52nd","False","Apocalypse Now","Francis Coppola",8.5,458451,97,8.9,94,8.2,"8/15/1979",31500000,78800000,81250488,0.0741175163,0.0291856511,2.5793805714
1979,"52nd","False","Norma Rae","Tamara Asseyev and Alex Rose",7.4,7843,90,7.5,79,7.2,,,,,,,
1979,"52nd","True","Kramer vs. Kramer","Stanley R. Jaffe",7.8,99472,88,7.8,89,7.4,,,,,,,
1979,"52nd","False","Breaking Away","Peter Yates",7.7,17659,94,8.2,88,7.8,,,,,,,
1979,"52nd","False","All That Jazz","Robert Alan Aurthur",7.8,19585,85,7.5,86,7.8,,,,,,,
1978,"51st","False","Midnight Express","Alan Marshall and David Puttnam",7.7,54678,95,7.7,89,7.8,,,,,,,
1978,"51st","False","Heaven Can Wait","Warren Beatty",6.9,14439,89,7.5,68,6.6,,,,,,,
1978,"51st","False","An Unmarried Woman","Paul Mazursky and Tony Ray",7.2,3374,89,6.9,73,7,,,,,,,
1978,"51st","True","The Deer Hunter","Barry Spikings",8.2,236848,94,8.6,92,8.2,"1/1/1979",15000000,50000000,50000000,0.0352939815,0.0179602928,3.3333333333
1978,"51st","False","Coming Home","Jerome Hellman",7.3,9560,81,7.4,82,7.4,"1/1/1978",3000000,32653000,32653000,0.0070586833,0.0117291488,10.8843333333
1977,"50th","True","Annie Hall","Charles H. Joffe",8.1,197092,98,8.9,93,7.8,"4/20/1977",4000000,38251425,38251425,0.0094116249,0.0137401358,9.56285625
1977,"50th","False","Julia","Richard Roth",7.4,6569,73,6.4,67,6.6,"5/8/2009",6000000,65108,1365108,0.0141175079,0.0004903548,0.227518
1977,"50th","False","The Goodbye Girl","Ray Stark",7.4,9581,88,6.6,84,7.6,,,,,,,
1977,"50th","False","The Turning Point","Herbert Ross and Arthur Laurents",7,3259,58,6.2,68,7.2,,,,,,,
1977,"50th","False","Star Wars","Gary Kurtz",8.7,927906,79,7.3,65,6.2,,,,,,,
1976,"49th","False","Taxi Driver","Michael Phillips and Julia Phillips",8.3,518126,99,9,93,8.2,"2/8/1976",1000000,28262574,28268493,0.0023528003,0.0101542082,28.268493
1976,"49th","False","All the President's Men","Walter Coblenz",8,75490,93,9.1,92,7.8,,,,,,,
1976,"49th","False","Network","Howard Gottfried",6.9,130,91,8.4,93,8.4,"1/1/1976",3800000,23689877,23689877,0.0089410366,0.0085095425,6.2341781579
1976,"49th","False","Bound for Glory","Robert F. Blumofe and Harold Leventhal",7.4,3649,84,7.3,77,7.2,,,,,,,
1976,"49th","True","Rocky","Irwin Winkler and Robert Chartoff",5.8,64,93,8.4,69,6.4,"11/21/1976",1000000,117235147,225000000,0.0023528003,0.0808213175,225
1975,"48th","True","One Flew over the Cuckoo's Nest","Saul Zaentz and Michael Douglas",8.7,687873,95,8.9,96,8.4,,,,,,,
1975,"48th","False","Nashville","Robert Altman",7.8,17803,94,8.7,84,8.2,,,,,,,
1975,"48th","False","Jaws","Richard D. Zanuck and David Brown",8,420895,97,9.2,90,7,"6/20/1975",12000000,260000000,470700000,0.0282351569,0.1690781963,39.225
1975,"48th","False","Dog Day Afternoon","Martin Bregman and Martin Elfand",8,185879,95,8.7,90,8,,,,,,,
1975,"48th","False","Barry Lyndon","Stanley Kubrick",8.1,103870,97,8.2,92,8.2,"1/1/1975",11000000,20000000,20169934,0.0258822154,0.0072451584,1.8336303636
1974,"47th","True","The Godfather Part II","Francis Ford Coppola",9,807734,97,9.5,97,8.6,,,,,,,
1974,"47th","False","The Conversation","Francis Ford Coppola",7.9,75818,98,8.7,90,8.2,"4/7/1974",1600000,4420000,4420000,0.0037645652,0.0015876899,2.7625
1974,"47th","False","Chinatown","Robert Evans",8.2,220508,98,9.3,93,8.4,,,,,,,
1974,"47th","False","Lenny","Marvin Worth",7.6,11369,100,8.1,88,7.8,,,,,,,
1974,"47th","False","The Towering Inferno","Irwin Allen",6.9,30428,71,6.6,72,6.6,,,,,,,
1973,"46th","False","A Touch of Class","Melvin Frank",6.5,2094,91,6.8,65,6.2,,,,,,,
1973,"46th","False","American Graffiti","Francis Ford Coppola",7.5,64602,95,8.4,84,7.2,"8/11/1973",777000,115000000,140000000,0.0018280944,0.0502888198,180.1801801802
1973,"46th","False","The Exorcist","William Peter Blatty",8,289236,86,8,87,7.4,"12/26/1973",12000000,202347346,400214478,0.0282351569,0.143759384,33.3512065
1973,"46th","False","Cries and Whispers","Ingmar Bergman",8.2,20307,89,8.1,91,8.6,,,,,,,
1973,"46th","True","The Sting","Tony Bill",8.3,179040,93,8.3,95,8.2,"12/25/1973",5500000,159616327,159616327,0.0129410371,0.0573351193,29.0211503636
1972,"45th","False","Sounder","Robert B. Radnitz",7.7,2597,88,7.7,77,7.6,,,,,,,
1972,"45th","True","The Godfather","Albert S. Ruddy",9.2,1177714,99,9.2,98,8.8,"3/15/1972",7000000,134966411,268500000,0.0164704494,0.0964467722,38.3571428571
1972,"45th","False","The Emigrants","Bengt Forslund",8,3577,88,9,88,8.2,,,,,,,
1972,"45th","False","Deliverance","John Boorman",7.7,79862,93,8.5,82,7.2,,,,,,,
1972,"45th","False","Cabaret","Cy Feuer",7.9,37050,97,8.3,87,7.6,,,,,,,
1971,"44th","True","The French Connection","Philip D'Antoni",7.8,83997,98,8.7,87,7.8,"10/9/1971",2200000,41158757,41158757,0.0051763301,0.0147844665,18.7085259091
1971,"44th","False","Fiddler on the Roof","Norman Jewison",8,30222,81,7.7,92,7.6,"1/1/1971",9000000,80500000,80500000,0.0211763324,0.0289160714,8.9444444444
1971,"44th","False","A Clockwork Orange","Stanley Kubrick",8.3,569842,90,8.4,93,8,,,,,,,
1971,"44th","False","The Last Picture Show","Stephen J. Friedman",8.1,31910,100,9.1,90,8.2,,,,,,,
1971,"44th","False","Nicholas and Alexandra","Sam Spiegel",7.3,3379,71,6.2,79,7.6,,,,,,,
1970,"43rd","False","Airport","Ross Hunter",3.1,58,80,6.2,53,6.2,,,,,,,
1970,"43rd","False","Five Easy Pieces","Bob Rafelson and Richard Wechsler",7.5,25816,87,8.4,85,7.8,,,,,,,
1970,"43rd","False","Love Story","Howard G. Minsky",6.9,23292,67,6,21,5.4,,,,,,,
1970,"43rd","False","M*A*S*H","Ingo Preminger",7.3,99,87,8.4,83,7.4,"1/1/1970",3500000,81600000,81600000,0.0082351541,0.0293111978,23.3142857143
1970,"43rd","True","Patton","Frank McCarthy",8,77384,95,8.4,94,8,"1/1/1970",12000000,62500000,62500000,0.0282351569,0.022450366,5.2083333333
1969,"42nd","False","Hello Dolly!","Ernest Lehman",7.2,10101,44,6,76,7,,,,,,,
1969,"42nd","False","Anne of the Thousand Days","Hal B. Wallis",7.6,5255,42,6.6,83,7.8,,,,,,,
1969,"42nd","False","Butch Cassidy and the Sundance Kid","John Foreman",8.1,155114,89,8.2,92,8,"10/24/1969",6000000,102308900,102308900,0.0141175079,0.036749956,17.0514833333
1969,"42nd","True","Midnight Cowboy","Jerome Hellman",7.9,77783,90,8.2,88,7.8,"5/25/1969",3600000,44785053,44785053,0.0084704483,0.0160870533,12.4402925
1969,"42nd","False","Z","Jacques Perrin and Hamed Rachedi",4.2,970,95,8.2,93,8.6,,,,,,,
1968,"41st","False","Romeo and Juliet","Anthony Havelock-Allan and John Brabourne",7.7,23982,97,7.9,74,6.6,,,,,,,
1968,"41st","False","Rachel Rachel","Paul Newman",7.5,2251,86,6.8,78,7.4,,,,,,,
1968,"41st","True","Oliver!","John Woolf",7.5,25776,50,4.8,48,6.8,"12/11/1968",10000000,37402877,37402877,0.0235292739,0.0134353324,3.7402877
1968,"41st","False","The Lion in Winter","Martin Poll",8.1,23456,91,8.2,90,8.2,,,,,,,
1968,"41st","False","Funny Girl","Ray Stark",7.5,13402,92,7.6,85,7.4,,,,,,,
1967,"40th","False","Bonnie and Clyde","Warren Beatty",7.9,81202,88,8.2,88,7.6,,,,,,,
1967,"40th","False","Doctor Dolittle","Arthur P. Jacobs",6.2,6362,32,4.4,57,6.2,"6/26/1998",71500000,144156605,294156605,0.1682351767,0.105662775,4.1140783916
1967,"40th","False","Guess Who's Coming to Dinner","Stanley Kramer",7.8,29398,68,6,85,7.6,,,,,,,
1967,"40th","True","In the Heat of the Night","Walter Mirisch",8,50201,95,8.2,92,7.8,"8/2/1967",2000000,24379978,24379978,0.0047057418,0.0087574309,12.189989
1967,"40th","False","The Graduate","Lawrence Turman",8,212893,89,8.7,90,7.6,,,,,,,
1966,"39th","False","Who's Afraid of Virginia Woolf?","Ernest Lehman",8.1,56954,95,8.5,91,8.2,,,,,,,
1966,"39th","False","The Sand Pebbles","Robert Wise",7.7,10402,93,7.1,88,7.8,,,,,,,
1966,"39th","False","The Russians Are Coming The Russians Are Coming","Norman Jewison",7.1,6300,84,6.8,75,7,,,,,,,
1966,"39th","True","A Man for All Seasons","Fred Zinnemann",7.9,24029,82,7.8,87,8,"12/12/1966",3900000,28350000,28350000,0.0091763307,0.010183486,7.2692307692
1966,"39th","False","Alfie","Lewis Gilbert",7.1,13,100,7.9,76,6.8,"11/5/2004",40000000,13395939,35195939,0.0941175192,0.0126425874,0.879898475
1965,"38th","False","Darling","Joseph Janni",7.2,4321,70,7,71,7.2,,,,,,,
1965,"38th","False","Doctor Zhivago","Carlo Ponti",7.4,90,81,7.5,88,7.8,"12/22/1965",11000000,111721000,111859493,0.0258822154,0.0401805849,10.1690448182
1965,"38th","False","Ship of Fools","Stanley Kramer",7.2,3833,81,6.8,80,7.4,,,,,,,
1965,"38th","False","A Thousand Clowns","Fred Coe",7.6,2512,69,6.8,91,8.4,,,,,,,
1965,"38th","True","The Sound of Music","Robert Wise",8,150713,86,8,91,7.2,"4/1/1965",8200000,163214286,286214286,0.0192939792,0.1028098475,34.9041812195
1964,"37th","True","My Fair Lady","Jack L. Warner",7.9,67943,96,8.1,90,7.4,"10/22/1964",17000000,72000000,72060976,0.0399998645,0.0258847245,4.2388809412
1964,"37th","False","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Stanley Kubrick",8.5,348736,99,9.1,94,8.4,,,,,,,
1964,"37th","False","Becket","Hal B. Wallis",8,11214,76,7.3,88,8,,,,,,,
1964,"37th","False","Zorba the Greek","Michael Cacoyannis",7.8,15646,86,7.3,87,8,,,,,,,
1964,"37th","False","Mary Poppins","Walt Disney and Bill Walsh",7.8,109707,100,8.3,86,7,"8/26/1964",6000000,102300000,102300000,0.0141175079,0.036746759,17.05
1963,"36th","True","Tom Jones","Tony Richardson",6.7,8609,83,7.9,58,6.6,"10/7/1963",1000000,37600000,37600000,0.0023528003,0.0135061402,37.6
1963,"36th","False","America America","Elia Kazan",7.9,3541,61,5.8,61,6.8,,,,,,,
1963,"36th","False","How the West Was Won","Bernard Smith",7.1,14447,100,7.2,74,7.2,,,,,,,
1963,"36th","False","Cleopatra","Walter Wanger",7,21963,55,5.9,70,6.8,"6/12/1963",42000000,57000000,71000000,0.0988234022,0.0255036158,1.6904761905
1963,"36th","False","Lilies of the Field","Ralph Nelson",7.7,6749,100,7.8,86,8,,,,,,,
1962,"35th","True","Lawrence of Arabia","Sam Spiegel",8.4,196528,97,9.1,93,8.4,"12/16/1962",15000000,37495385,69995385,0.0352939815,0.0251427522,4.666359
1962,"35th","False","To Kill a Mockingbird","Alan J. Pakula",8.3,219606,91,8.8,93,7.8,,,,,,,
1962,"35th","False","Mutiny on the Bounty","Aaron Rosenberg",7.2,11708,94,8.1,83,7.4,,,,,,,
1962,"35th","False","Meredith Willson's The Music Man","Morton Da Costa",7.7,13171,94,8.1,85,7,,,,,,,
1962,"35th","False","The Longest Day","Darryl F. Zanuck",7.8,43718,92,7.5,90,7.8,"10/4/1962",10000000,39100000,50100000,0.0235292739,0.0179962134,5.01
1961,"34th","False","Fanny","Joshua Logan",7.1,1443,63,4.9,50,6.8,,,,,,,
1961,"34th","False","The Hustler","Robert Rossen",8,63606,98,8.7,93,8,"9/25/1961",2000000,7600000,7600000,0.0047057418,0.0027299645,3.8
1961,"34th","False","The Guns of Navarone","Carl Foreman",7.6,36487,95,7.9,86,7.4,,,,,,,
1961,"34th","True","West Side Story","Robert Wise",7.6,73033,94,8.3,84,7,"10/18/1961",6000000,43700000,43700000,0.0141175079,0.0156972959,7.2833333333
1961,"34th","False","Judgment at Nuremberg","Stanley Kramer",8.3,45716,90,7.6,93,8.2,"1/1/1961",3000000,10000000,10000000,0.0070586833,0.0035920586,3.3333333333
1960,"33rd","True","The Apartment","Billy Wilder",8.3,111727,93,8.5,94,8.4,"1/1/1960",3000000,18600000,24600000,0.0070586833,0.008836464,8.2
1960,"33rd","False","The Alamo","John Wayne",6.9,11013,50,5.5,64,7,"10/24/1960",12000000,7900000,7900000,0.0282351569,0.0028377263,0.6583333333
1960,"33rd","False","The Sundowners","Fred Zinnemann",7.3,2850,78,7,63,7.2,,,,,,,
1960,"33rd","False","Elmer Gantry","Bernard Smith",7.9,8080,96,7.8,86,7.8,"1/1/1960",3000000,10400000,10400000,0.0070586833,0.0037357409,3.4666666667
1960,"33rd","False","Sons and Lovers","Jerry Wald",7.3,953,75,6.9,54,7.2,,,,,,,
1959,"32nd","False","Anatomy of a Murder","Otto Preminger",8.1,47128,100,8.6,91,8.2,,,,,,,
1959,"32nd","True","Ben-Hur","Sam Zimbalist",8.1,164708,88,7.9,89,7.4,"11/18/1959",15000000,73000000,73000000,0.0352939815,0.0262220275,4.8666666667
1959,"32nd","False","The Diary of Anne Frank","George Stevens",7.4,9649,76,7,77,7,,,,,,,
1959,"32nd","False","The Nun's Story","Henry Blanke",7.6,7163,93,7.7,82,7.6,"1/1/1959",3500000,12800000,12800000,0.0082351541,0.004597835,3.6571428571
1959,"32nd","False","Room at the Top","John Woolf and James Woolf",7.7,3645,100,8.4,82,7.4,,,,,,,
1958,"31st","False","Separate Tables","Harold Hecht",7.5,4904,77,7.7,77,7.4,,,,,,,
1958,"31st","True","Gigi","Arthur Freed",6.9,14799,77,7.2,74,7.2,,,,,,,
1958,"31st","False","The Defiant Ones","Stanley Kramer",7.7,9702,81,7,88,7.6,,,,,,,
